"","x"
"567",23.8117617995813
"568",23.832750575626
"569",23.8537208837531
"570",23.8746727726266
"571",23.895606290697
"572",23.9165214862028
"573",23.9374184071716
"574",23.9582971014219
"575",23.9791576165636
"576",24
"577",24.0208242989286
"578",24.0416305603426
"579",24.0624188310319
"580",24.0831891575846
"581",24.1039415863879
"582",24.1246761636296
"583",24.1453929352993
"584",24.1660919471891
"585",24.1867732448956
"586",24.2074368738204
"587",24.2280828791714
"588",24.2487113059643
"589",24.2693221990232
"590",24.2899156029822
"591",24.3104915622864
"592",24.3310501211929
"593",24.3515913237718
"594",24.3721152139079
"595",24.3926218353009
"596",24.4131112314674
"597",24.4335834457412
"598",24.454038521275
"599",24.4744765010408
"600",24.4948974278318
"601",24.5153013442625
"602",24.5356882927706
"603",24.5560583156173
"604",24.576411454889
"605",24.5967477524977
"606",24.6170672501823
"607",24.6373699895098
"608",24.6576560118759
"609",24.6779253585061
"610",24.6981780704569
"611",24.7184141886165
"612",24.738633753706
"613",24.7588368062799
"614",24.7790233867277
"615",24.7991935352745
"616",24.8193472919817
"617",24.8394846967484
"618",24.8596057893121
"619",24.8797106092495
"620",24.8997991959775
"621",24.9198715887542
"622",24.9399278266799
"623",24.9599679486974
"624",24.9799919935936
"625",25
"626",25.0199920063936
"627",25.0399680510978
"628",25.0599281722833
"629",25.0798724079689
"630",25.0998007960223
"631",25.1197133741609
"632",25.1396101799531
"633",25.1594912508182
"634",25.1793566240283
"635",25.1992063367083
"636",25.219040425837
"637",25.2388589282479
"638",25.2586618806302
"639",25.2784493195291
"640",25.298221281347
"641",25.3179778023443
"642",25.3377189186399
"643",25.3574446662119
"644",25.377155080899
"645",25.3968501984006
"646",25.4165300542777
"647",25.4361946839538
"648",25.4558441227157
"649",25.475478405714
"650",25.4950975679639
"651",25.5147016443461
"652",25.5342906696074
"653",25.5538646783613
"654",25.5734237050888
"655",25.5929677841395
"656",25.6124969497314
"657",25.6320112359526
"658",25.6515106767613
"659",25.6709953059869
"660",25.6904651573303
"661",25.7099202643649
"662",25.7293606605372
"663",25.7487863791675
"664",25.7681974534503
"665",25.7875939164553
"666",25.8069758011279
"667",25.8263431402899
"668",25.8456959666402
"669",25.8650343127551
"670",25.8843582110896
"671",25.9036676939772
"672",25.9229627936314
"673",25.9422435421457
"674",25.9615099714943
"675",25.9807621135332
"676",26
"677",26.0192236625154
"678",26.0384331325831
"679",26.0576284415908
"680",26.0768096208106
"681",26.0959767013998
"682",26.1151297144012
"683",26.134268690744
"684",26.153393661244
"685",26.1725046566048
"686",26.1916017074176
"687",26.2106848441623
"688",26.229754097208
"689",26.2488094968134
"690",26.2678510731274
"691",26.2868788561898
"692",26.3058928759318
"693",26.3248931621764
"694",26.343879744639
"695",26.3628526529281
"696",26.3818119165458
"697",26.4007575648882
"698",26.4196896272458
"699",26.4386081328046
"700",26.4575131106459
"701",26.4764045897475
"702",26.4952825989835
"703",26.5141471671257
"704",26.5329983228432
"705",26.5518360947035
"706",26.5706605111728
"707",26.5894716006167
"708",26.6082693913001
"709",26.6270539113887
"710",26.6458251889485
"711",26.6645832519468
"712",26.6833281282527
"713",26.7020598456374
"714",26.7207784317748
"715",26.7394839142419
"716",26.7581763205193
"717",26.7768556779918
"718",26.7955220139485
"719",26.8141753555838
"720",26.8328157299975
"721",26.8514431641951
"722",26.8700576850888
"723",26.8886593194975
"724",26.9072480941474
"725",26.9258240356725
"726",26.944387170615
"727",26.9629375254255
"728",26.9814751264641
"729",27
"730",27.0185121722126
"731",27.0370116691915
"732",27.0554985169374
"733",27.0739727413618
"734",27.0924343682881
"735",27.1108834234519
"736",27.1293199325011
"737",27.1477439209965
"738",27.1661554144122
"739",27.1845544381364
"740",27.2029410174709
"741",27.2213151776324
"742",27.2396769437525
"743",27.258026340878
"744",27.2763633939717
"745",27.2946881279124
"746",27.3130005674953
"747",27.3313007374329
"748",27.3495886623547
"749",27.367864366808
"750",27.3861278752583
"751",27.4043792120894
"752",27.4226184016042
"753",27.4408454680245
"754",27.459060435492
"755",27.4772633280682
"756",27.495454169735
"757",27.5136329843952
"758",27.5317997958724
"759",27.5499546279118
"760",27.5680975041804
"761",27.5862284482674
"762",27.6043474836845
"763",27.6224546338663
"764",27.6405499221705
"765",27.6586333718787
"766",27.6767050061961
"767",27.6947648482525
"768",27.712812921102
"769",27.7308492477241
"770",27.7488738510232
"771",27.7668867538296
"772",27.7848879788996
"773",27.8028775489157
"774",27.8208554864871
"775",27.8388218141501
"776",27.8567765543682
"777",27.8747197295327
"778",27.8926513619627
"779",27.9105714739057
"780",27.9284800875379
"781",27.9463772249642
"782",27.9642629082191
"783",27.9821371592664
"784",28
"785",28.0178514522438
"786",28.0356915377524
"787",28.0535202782111
"788",28.0713376952364
"789",28.0891438103763
"790",28.1069386451104
"791",28.1247222208505
"792",28.1424945589406
"793",28.1602556806574
"794",28.1780056072107
"795",28.1957443597434
"796",28.2134719593318
"797",28.2311884269862
"798",28.2488937836511
"799",28.2665880502051
"800",28.2842712474619
"801",28.3019433961698
"802",28.3196045170126
"803",28.3372546306095
"804",28.3548937575157
"805",28.3725219182222
"806",28.3901391331568
"807",28.4077454226836
"808",28.4253408071038
"809",28.4429253066558
"810",28.4604989415154
"811",28.4780617317963
"812",28.49561369755
"813",28.5131548587665
"814",28.5306852353742
"815",28.5482048472404
"816",28.5657137141714
"817",28.5832118559129
"818",28.6006992921502
"819",28.6181760425084
"820",28.6356421265527
"821",28.6530975637888
"822",28.6705423736629
"823",28.6879765755621
"824",28.7054001888146
"825",28.7228132326901
"826",28.7402157263998
"827",28.7576076890968
"828",28.7749891398763
"829",28.7923600977759
"830",28.8097205817759
"831",28.8270706107991
"832",28.8444102037119
"833",28.8617393793236
"834",28.8790581563873
"835",28.8963665535998
"836",28.9136645896019
"837",28.9309522829789
"838",28.9482296522603
"839",28.9654967159205
"840",28.9827534923789
"841",29
"842",29.0172362570938
"843",29.0344622819159
"844",29.0516780926679
"845",29.0688837074973
"846",29.086079144498
"847",29.1032644217105
"848",29.1204395571221
"849",29.1376045686669
"850",29.1547594742265
"851",29.1719042916296
"852",29.1890390386528
"853",29.2061637330205
"854",29.2232783924049
"855",29.2403830344269
"856",29.2574776766556
"857",29.2745623366089
"858",29.2916370317536
"859",29.3087017795057
"860",29.3257565972304
"861",29.3428015022424
"862",29.3598365118064
"863",29.3768616431368
"864",29.3938769133981
"865",29.4108823397055
"866",29.4278779391243
"867",29.4448637286709
"868",29.4618397253125
"869",29.4788059459674
"870",29.4957624075053
"871",29.5127091267474
"872",29.5296461204668
"873",29.5465734053883
"874",29.563490998189
"875",29.5803989154981
"876",29.5972971738975
"877",29.6141857899217
"878",29.6310647800581
"879",29.6479341607472
"880",29.6647939483827
"881",29.6816441593117
"882",29.698484809835
"883",29.7153159162073
"884",29.732137494637
"885",29.748949561287
"886",29.7657521322744
"887",29.7825452236709
"888",29.7993288515027
"889",29.8161030317511
"890",29.8328677803526
"891",29.8496231131986
"892",29.8663690461362
"893",29.8831055949679
"894",29.8998327754521
"895",29.9165506033032
"896",29.9332590941915
"897",29.9499582637439
"898",29.9666481275434
"899",29.9833287011299
"900",30
"901",30.0166620396073
"902",30.0333148353624
"903",30.0499584026334
"904",30.0665927567458
"905",30.0832179129826
"906",30.0998338865848
"907",30.1164406927512
"908",30.1330383466387
"909",30.1496268633627
"910",30.1662062579967
"911",30.1827765455731
"912",30.199337741083
"913",30.2158898594763
"914",30.2324329156619
"915",30.2489669245083
"916",30.2654919008431
"917",30.2820078594534
"918",30.2985148150862
"919",30.3150127824482
"920",30.3315017762062
"921",30.347981810987
"922",30.364452901378
"923",30.3809150619266
"924",30.3973683071413
"925",30.4138126514911
"926",30.4302481094059
"927",30.4466746952767
"928",30.4630924234556
"929",30.4795013082563
"930",30.4959013639538
"931",30.5122926047847
"932",30.5286750449475
"933",30.5450486986025
"934",30.5614135798723
"935",30.5777697028413
"936",30.5941170815567
"937",30.6104557300279
"938",30.6267856622271
"939",30.6431068920891
"940",30.6594194335118
"941",30.6757233003559
"942",30.6920185064456
"943",30.7083050655682
"944",30.7245829914744
"945",30.7408522978788
"946",30.7571129984594
"947",30.7733651068582
"948",30.7896086366813
"949",30.8058436014987
"950",30.8220700148449
"951",30.8382878902185
"952",30.854497241083
"953",30.8706980808663
"954",30.886890422961
"955",30.9030742807249
"956",30.9192496674806
"957",30.935416596516
"958",30.9515750810843
"959",30.967725134404
"960",30.9838667696593
"961",31
"962",31.0161248385416
"963",31.0322412983658
"964",31.04834939252
"965",31.0644491340181
"966",31.0805405358401
"967",31.0966236109324
"968",31.1126983722081
"969",31.1287648325468
"970",31.1448230047949
"971",31.1608729017658
"972",31.1769145362398
"973",31.1929479209644
"974",31.2089730686545
"975",31.224989991992
"976",31.2409987036266
"977",31.2569992161756
"978",31.2729915422238
"979",31.288975694324
"980",31.3049516849971
"981",31.3209195267317
"982",31.3368792319848
"983",31.3528308131818
"984",31.3687742827162
"985",31.3847096529504
"986",31.4006369362152
"987",31.41655614481
"988",31.4324672910034
"989",31.4483703870328
"990",31.4642654451045
"991",31.4801524773944
"992",31.4960314960472
"993",31.5119025131775
"994",31.5277655408689
"995",31.543620591175
"996",31.559467676119
"997",31.5753068076939
"998",31.5911379978626
"999",31.6069612585582
"1000",31.6227766016838
"1001",31.6385840391128
"1002",31.6543835826888
"1003",31.6701752442262
"1004",31.6859590355097
"1005",31.7017349682947
"1006",31.7175030543074
"1007",31.7332633052449
"1008",31.7490157327751
"1009",31.7647603485372
"1010",31.7804971641414
"1011",31.7962261911693
"1012",31.8119474411737
"1013",31.8276609256791
"1014",31.8433666561813
"1015",31.859064644148
"1016",31.8747549010185
"1017",31.8904374382039
"1018",31.9061122670876
"1019",31.9217793990247
"1020",31.9374388453426
"1021",31.9530906173409
"1022",31.9687347262916
"1023",31.984371183439
"1024",32
"1025",32.0156211871642
"1026",32.0312347560939
"1027",32.0468407179241
"1028",32.0624390837628
"1029",32.0780298646909
"1030",32.0936130717624
"1031",32.1091887160046
"1032",32.124756808418
"1033",32.1403173599764
"1034",32.1558703816271
"1035",32.1714158842908
"1036",32.1869538788622
"1037",32.2024843762092
"1038",32.218007387174
"1039",32.2335229225724
"1040",32.2490309931942
"1041",32.2645316098034
"1042",32.2800247831379
"1043",32.2955105239103
"1044",32.310988842807
"1045",32.3264597504892
"1046",32.3419232575925
"1047",32.3573793747269
"1048",32.3728281124773
"1049",32.3882694814033
"1050",32.4037034920393
"1051",32.4191301548947
"1052",32.4345494804537
"1053",32.4499614791759
"1054",32.4653661614959
"1055",32.4807635378234
"1056",32.4961536185438
"1057",32.5115364140177
"1058",32.5269119345812
"1059",32.542280190546
"1060",32.5576411921994
"1061",32.5729949498047
"1062",32.5883414736007
"1063",32.6036807738022
"1064",32.6190128606002
"1065",32.6343377441614
"1066",32.649655434629
"1067",32.6649659421222
"1068",32.6802692767364
"1069",32.6955654485436
"1070",32.7108544675922
"1071",32.7261363439071
"1072",32.7414110874898
"1073",32.7566787083184
"1074",32.7719392163479
"1075",32.78719262151
"1076",32.8024389337135
"1077",32.8176781628439
"1078",32.832910318764
"1079",32.8481354113137
"1080",32.86335345031
"1081",32.8785644455472
"1082",32.8937684067971
"1083",32.9089653438087
"1084",32.9241552663087
"1085",32.9393381840012
"1086",32.9545141065682
"1087",32.9696830436691
"1088",32.9848450049413
"1089",33
"1090",33.0151480384384
"1091",33.0302891298275
"1092",33.0454232837166
"1093",33.0605505096331
"1094",33.0756708170825
"1095",33.0907842155486
"1096",33.1058907144937
"1097",33.1209903233584
"1098",33.1360830515618
"1099",33.1511689085016
"1100",33.166247903554
"1101",33.1813200460741
"1102",33.1963853453957
"1103",33.2114438108312
"1104",33.2264954516723
"1105",33.2415402771893
"1106",33.2565782966318
"1107",33.2716095192282
"1108",33.2866339541865
"1109",33.3016516106934
"1110",33.3166624979154
"1111",33.3316666249979
"1112",33.3466640010661
"1113",33.3616546352246
"1114",33.3766385365573
"1115",33.391615714128
"1116",33.4065861769801
"1117",33.4215499341368
"1118",33.436506994601
"1119",33.4514573673555
"1120",33.466401061363
"1121",33.4813380855664
"1122",33.4962684488885
"1123",33.5111921602321
"1124",33.5261092284804
"1125",33.5410196624968
"1126",33.555923471125
"1127",33.570820663189
"1128",33.5857112474933
"1129",33.6005952328229
"1130",33.6154726279432
"1131",33.6303434416005
"1132",33.6452076825214
"1133",33.6600653594137
"1134",33.6749164809655
"1135",33.689761055846
"1136",33.7045990927054
"1137",33.7194306001747
"1138",33.734255586866
"1139",33.7490740613724
"1140",33.7638860322683
"1141",33.7786915081091
"1142",33.7934904974316
"1143",33.8082830087539
"1144",33.8230690505755
"1145",33.8378486313773
"1146",33.8526217596215
"1147",33.8673884437522
"1148",33.8821486921948
"1149",33.8969025133566
"1150",33.9116499156263
"1151",33.9263909073747
"1152",33.9411254969543
"1153",33.9558536926993
"1154",33.9705755029261
"1155",33.9852909359329
"1156",34
"1157",34.0147027033899
"1158",34.0293990543471
"1159",34.0440890610984
"1160",34.0587727318528
"1161",34.0734500748016
"1162",34.0881210981186
"1163",34.1027858099599
"1164",34.117444218464
"1165",34.132096331752
"1166",34.1467421579277
"1167",34.1613817050774
"1168",34.1760149812701
"1169",34.1906419945575
"1170",34.2052627529741
"1171",34.2198772645373
"1172",34.2344855372474
"1173",34.2490875790874
"1174",34.2636833980236
"1175",34.2782730020052
"1176",34.2928563989645
"1177",34.3074335968169
"1178",34.322004603461
"1179",34.3365694267788
"1180",34.3511280746353
"1181",34.3656805548792
"1182",34.3802268753422
"1183",34.3947670438397
"1184",34.4093010681705
"1185",34.423828956117
"1186",34.4383507154451
"1187",34.4528663539044
"1188",34.4673758792282
"1189",34.4818792991333
"1190",34.4963766213207
"1191",34.5108678534748
"1192",34.5253530032641
"1193",34.5398320783411
"1194",34.554305086342
"1195",34.5687720348872
"1196",34.5832329315812
"1197",34.5976877840124
"1198",34.6121365997536
"1199",34.6265793863616
"1200",34.6410161513775
"1201",34.6554469023269
"1202",34.6698716467194
"1203",34.6842903920492
"1204",34.6987031457949
"1205",34.7131099154196
"1206",34.7275107083707
"1207",34.7419055320804
"1208",34.7562943939655
"1209",34.7706773014274
"1210",34.7850542618522
"1211",34.7994252826106
"1212",34.8137903710584
"1213",34.828149534536
"1214",34.8425027803687
"1215",34.8568501158667
"1216",34.8711915483254
"1217",34.8855270850248
"1218",34.8998567332303
"1219",34.9141805001922
"1220",34.928498393146
"1221",34.9428104193123
"1222",34.9571165858971
"1223",34.9714169000914
"1224",34.9857113690718
"1225",35
"1226",35.0142828000232
"1227",35.028559776274
"1228",35.0428309358705
"1229",35.0570962859162
"1230",35.0713558335004
"1231",35.0856095856977
"1232",35.0998575495685
"1233",35.1140997321589
"1234",35.1283361405006
"1235",35.1425667816112
"1236",35.1567916624939
"1237",35.1710107901379
"1238",35.1852241715184
"1239",35.1994318135961
"1240",35.213633723318
"1241",35.2278299076171
"1242",35.2420203734122
"1243",35.2562051276084
"1244",35.2703841770968
"1245",35.2845575287547
"1246",35.2987251894456
"1247",35.3128871660192
"1248",35.3270434653114
"1249",35.3411940941446
"1250",35.3553390593274
"1251",35.3694783676548
"1252",35.3836120259083
"1253",35.3977400408557
"1254",35.4118624192515
"1255",35.4259791678367
"1256",35.4400902933387
"1257",35.4541958024717
"1258",35.4682957019364
"1259",35.4823899984203
"1260",35.4964786985977
"1261",35.5105618091294
"1262",35.5246393366632
"1263",35.5387112878337
"1264",35.5527776692624
"1265",35.5668384875575
"1266",35.5808937493144
"1267",35.5949434611154
"1268",35.6089876295297
"1269",35.6230262611138
"1270",35.6370593624109
"1271",35.6510869399518
"1272",35.665109000254
"1273",35.6791255498225
"1274",35.6931365951495
"1275",35.7071421427142
"1276",35.7211421989835
